"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Jun 29 17:22:43 UTC 2026","Mon Jun 29 17:22:47 UTC 2026","4689","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[webkit] TC002 — Cart shows added item before checkout","ID: TC002
Type: ui
Tags: [smoke, e2e, cart]

Expected outcome:
After adding an item and navigating to cart, the cart URL is correct and item appears

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:47 UTC 2026","Mon Jun 29 17:22:56 UTC 2026","8947","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[firefox] TC003 — Checkout step 1 requires all fields to continue","ID: TC003
Type: ui
Tags: [negative, checkout, validation]

Expected outcome:
Clicking Continue on checkout step 1 without filling fields shows an error

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:28 UTC 2026","Mon Jun 29 17:22:33 UTC 2026","4962","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[webkit] TC006 — Cart badge persists after navigating to cart page","ID: TC006
Type: ui
Tags: [regression, cart, navigation]

Expected outcome:
The cart badge count remains visible with count 1 after navigating from inventory to the cart page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:02 UTC 2026","Mon Jun 29 17:22:05 UTC 2026","2612","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[chromium] TC004 — Order summary on step 2 shows item total and tax","ID: TC004
Type: ui
Tags: [smoke, e2e, checkout]

Expected outcome:
Checkout step 2 shows item subtotal and tax breakdown before finishing

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","110","API Tests","Todos API Tests","com.qa.ai.runner.AITestRunner_TodosApiTests","com.qa.ai.runner.AITestRunner_TodosApiTests","runAPITest","TC007 — Get non-existent todo ID=9999 returns 404","ID: TC007
Type: api
Tags: [negative, todos, get]

Expected outcome:
GET /todos/9999 returns HTTP 404 when the todo does not exist

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:50 UTC 2026","Mon Jun 29 17:21:52 UTC 2026","2607","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[chromium] TC001 — Adding item from inventory page shows cart badge with count 1","ID: TC001
Type: ui
Tags: [smoke, cart, inventory]

Expected outcome:
Clicking Add to Cart on the inventory page makes the cart badge appear showing the count 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:11 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","29347","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[firefox] TC003 — Locked out user sees locked-out error message","ID: TC003
Type: ui
Tags: [negative, login]

Expected outcome:
Logging in with locked_out_user shows an error message containing 'locked out'

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","266","API Tests","Posts API Tests","com.qa.ai.runner.AITestRunner_PostsApiTests","com.qa.ai.runner.AITestRunner_PostsApiTests","runAPITest","TC006 — Full replace post ID=3 via PUT returns replaced resource","ID: TC006
Type: api
Tags: [regression, posts, put]

Expected outcome:
PUT /posts/3 returns HTTP 200 with the replaced fields

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:20:51 UTC 2026","Mon Jun 29 17:20:55 UTC 2026","3246","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[chromium] TC005 — Add to cart increments cart badge to 1","ID: TC005
Type: ui
Tags: [smoke, cart]

Expected outcome:
Clicking Add to cart on the first product shows badge count of 1 on the cart icon

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:20:51 UTC 2026","Mon Jun 29 17:20:54 UTC 2026","2934","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[chromium] TC002 — Inventory page title shows Products after login","ID: TC002
Type: ui
Tags: [smoke, inventory]

Expected outcome:
After login the page heading reads 'Products'

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","160","API Tests","Posts API Tests","com.qa.ai.runner.AITestRunner_PostsApiTests","com.qa.ai.runner.AITestRunner_PostsApiTests","runAPITest","TC002 — Get single post ID=5 returns correct post","ID: TC002
Type: api
Tags: [smoke, posts, get]

Expected outcome:
GET /posts/5 returns HTTP 200 with id=5 and non-empty title

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:11 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","29521","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[firefox] TC004 — Wrong password shows credential mismatch error","ID: TC004
Type: ui
Tags: [negative, login]

Expected outcome:
Entering a wrong password shows an error message containing 'do not match'

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:47 UTC 2026","Mon Jun 29 17:22:03 UTC 2026","15479","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[webkit] TC006 — Clicking product name navigates to product detail page","ID: TC006
Type: ui
Tags: [navigation, products]

Expected outcome:
Clicking the first product name link opens the product detail page at /inventory-item.html

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","273","API Tests","Posts API Tests","com.qa.ai.runner.AITestRunner_PostsApiTests","com.qa.ai.runner.AITestRunner_PostsApiTests","runAPITest","TC001 — List all posts returns 200 with non-empty array","ID: TC001
Type: api
Tags: [smoke, posts, get]

Expected outcome:
GET /posts returns HTTP 200 with a non-empty array of post objects each having title and userId

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:01 UTC 2026","Mon Jun 29 17:22:20 UTC 2026","19420","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[firefox] TC005 — Add to cart button is present on the product detail page","ID: TC005
Type: ui
Tags: [smoke, product-detail, add-to-cart]

Expected outcome:
The Add to Cart button is visible on the product detail page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:40 UTC 2026","Mon Jun 29 17:21:52 UTC 2026","11372","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[firefox] TC002 — Sort dropdown is visible on products page","ID: TC002
Type: ui
Tags: [smoke, sort, products]

Expected outcome:
The sort dropdown control is visible after login on the inventory page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:16 UTC 2026","Mon Jun 29 17:21:28 UTC 2026","11216","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[webkit] TC001 — Valid login redirects to inventory page","ID: TC001
Type: ui
Tags: [smoke, login]

Expected outcome:
User with standard_user credentials is redirected to /inventory.html after login

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:28 UTC 2026","Mon Jun 29 17:22:47 UTC 2026","18377","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[firefox] TC003 — Add to cart from product detail page shows cart badge","ID: TC003
Type: ui
Tags: [smoke, cart, product-detail]

Expected outcome:
Clicking Add to Cart on the product detail page makes the cart badge appear

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:28 UTC 2026","Mon Jun 29 17:22:42 UTC 2026","14448","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[webkit] TC003 — Add to cart from product detail page shows cart badge","ID: TC003
Type: ui
Tags: [smoke, cart, product-detail]

Expected outcome:
Clicking Add to Cart on the product detail page makes the cart badge appear

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:11 UTC 2026","Mon Jun 29 17:21:30 UTC 2026","18941","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[firefox] TC006 — Empty username shows validation error","ID: TC006
Type: ui
Tags: [negative, edge-case, login]

Expected outcome:
Submitting login form with blank username shows a validation error message

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:02 UTC 2026","Mon Jun 29 17:22:05 UTC 2026","2282","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[chromium] TC003 — Checkout step 1 requires all fields to continue","ID: TC003
Type: ui
Tags: [negative, checkout, validation]

Expected outcome:
Clicking Continue on checkout step 1 without filling fields shows an error

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:15 UTC 2026","Mon Jun 29 17:21:17 UTC 2026","2660","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[chromium] TC001 — Products page displays title and inventory list after login","ID: TC001
Type: ui
Tags: [smoke, products]

Expected outcome:
After login the products page shows title 'Products' and the full inventory list

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:47 UTC 2026","Mon Jun 29 17:21:53 UTC 2026","6037","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[webkit] TC003 — Sort by Price low to high reorders the product list","ID: TC003
Type: ui
Tags: [sort, products]

Expected outcome:
Selecting Price (low to high) from the sort dropdown reorders products and prices remain visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:03 UTC 2026","Mon Jun 29 17:22:28 UTC 2026","24674","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[webkit] TC004 — Product price is displayed on the detail page","ID: TC004
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product price element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:01 UTC 2026","Mon Jun 29 17:22:20 UTC 2026","19183","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[firefox] TC003 — Product description is visible on the detail page","ID: TC003
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product description text element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:27 UTC 2026","Mon Jun 29 17:21:50 UTC 2026","22449","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[chromium] TC004 — Product price is displayed on the detail page","ID: TC004
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product price element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:56 UTC 2026","Mon Jun 29 17:22:58 UTC 2026","1929","API Tests","User API Tests","com.qa.ai.runner.AITestRunner_UserApiTests","com.qa.ai.runner.AITestRunner_UserApiTests","runAPITest","TC006 — Delete post ID=1 returns 200","ID: TC006
Type: api
Tags: [regression, posts, delete]

Expected outcome:
DELETE /posts/1 returns HTTP 200 indicating successful deletion

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:15 UTC 2026","Mon Jun 29 17:21:18 UTC 2026","3292","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[chromium] TC007 — Logout via burger menu redirects to login page","ID: TC007
Type: ui
Tags: [regression, navigation, products]

Expected outcome:
Clicking Logout in the burger menu redirects the user back to the login page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:29 UTC 2026","Mon Jun 29 17:22:38 UTC 2026","9175","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[firefox] TC005 — Clicking the cart link navigates to the cart page","ID: TC005
Type: ui
Tags: [smoke, cart, navigation]

Expected outcome:
After adding an item clicking the cart icon navigates to the cart page with URL containing cart.html

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:15 UTC 2026","Mon Jun 29 17:21:17 UTC 2026","2631","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[chromium] TC002 — Sort dropdown is visible on products page","ID: TC002
Type: ui
Tags: [smoke, sort, products]

Expected outcome:
The sort dropdown control is visible after login on the inventory page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:47 UTC 2026","Mon Jun 29 17:22:55 UTC 2026","8052","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[firefox] TC002 — Cart shows added item before checkout","ID: TC002
Type: ui
Tags: [smoke, e2e, cart]

Expected outcome:
After adding an item and navigating to cart, the cart URL is correct and item appears

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","134","API Tests","Todos API Tests","com.qa.ai.runner.AITestRunner_TodosApiTests","com.qa.ai.runner.AITestRunner_TodosApiTests","runAPITest","TC002 — Get single todo ID=1 returns incomplete todo","ID: TC002
Type: api
Tags: [smoke, todos, get]

Expected outcome:
GET /todos/1 returns HTTP 200 with id=1 and completed=false

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","158","API Tests","Comments API Tests","com.qa.ai.runner.AITestRunner_CommentsApiTests","com.qa.ai.runner.AITestRunner_CommentsApiTests","runAPITest","TC003 — Filter comments by postId=1 returns only that post's comments","ID: TC003
Type: api
Tags: [regression, comments, filter]

Expected outcome:
GET /comments?postId=1 returns HTTP 200 with comments all having postId=1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:15 UTC 2026","Mon Jun 29 17:21:17 UTC 2026","2873","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[chromium] TC005 — Burger menu opens and shows All Items and Logout links","ID: TC005
Type: ui
Tags: [navigation, products]

Expected outcome:
Clicking the burger menu reveals All Items and Logout navigation options

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:56 UTC 2026","Mon Jun 29 17:22:58 UTC 2026","2441","API Tests","User API Tests","com.qa.ai.runner.AITestRunner_UserApiTests","com.qa.ai.runner.AITestRunner_UserApiTests","runAPITest","TC001 — List users returns 200 with non-empty data within SLA","ID: TC001
Type: api
Tags: [smoke, users, get]

Expected outcome:
GET /users returns HTTP 200 with a non-empty array of user objects within 3000ms

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:23:00 UTC 2026","254","API Tests","Todos API Tests","com.qa.ai.runner.AITestRunner_TodosApiTests","com.qa.ai.runner.AITestRunner_TodosApiTests","runAPITest","TC004 — Filter todos by completed=false returns only incomplete todos","ID: TC004
Type: api
Tags: [regression, todos, filter]

Expected outcome:
GET /todos?completed=false returns HTTP 200 with todos all having completed=false

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:56 UTC 2026","Mon Jun 29 17:22:58 UTC 2026","2405","API Tests","User API Tests","com.qa.ai.runner.AITestRunner_UserApiTests","com.qa.ai.runner.AITestRunner_UserApiTests","runAPITest","TC004 — Create post returns 201 with generated ID","ID: TC004
Type: api
Tags: [smoke, posts, post]

Expected outcome:
POST /posts with title and body returns HTTP 201 with a generated id

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:40 UTC 2026","Mon Jun 29 17:21:51 UTC 2026","10983","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[firefox] TC004 — Add to cart increments cart badge to 1","ID: TC004
Type: ui
Tags: [smoke, cart, products]

Expected outcome:
Clicking Add to cart on the first product shows the cart badge with count 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:50 UTC 2026","Mon Jun 29 17:22:02 UTC 2026","12635","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[chromium] TC004 — Cart badge shows count 1 after adding item from product detail page","ID: TC004
Type: ui
Tags: [regression, cart, product-detail]

Expected outcome:
After adding an item from the product detail page the cart badge displays the count 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:56 UTC 2026","Mon Jun 29 17:22:58 UTC 2026","2405","API Tests","User API Tests","com.qa.ai.runner.AITestRunner_UserApiTests","com.qa.ai.runner.AITestRunner_UserApiTests","runAPITest","TC007 — List posts for user ID=1 returns non-empty results","ID: TC007
Type: api
Tags: [edge-case, posts, filter]

Expected outcome:
GET /posts?userId=1 returns HTTP 200 with posts belonging to user 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:27 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","12401","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[chromium] TC003 — Product description is visible on the detail page","ID: TC003
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product description text element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","179","API Tests","Comments API Tests","com.qa.ai.runner.AITestRunner_CommentsApiTests","com.qa.ai.runner.AITestRunner_CommentsApiTests","runAPITest","TC004 — Get comments via nested post resource returns same result as query param","ID: TC004
Type: api
Tags: [regression, comments, nested]

Expected outcome:
GET /posts/1/comments returns HTTP 200 with comments belonging to post 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:15 UTC 2026","Mon Jun 29 17:21:17 UTC 2026","2717","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[chromium] TC003 — Sort by Price low to high reorders the product list","ID: TC003
Type: ui
Tags: [sort, products]

Expected outcome:
Selecting Price (low to high) from the sort dropdown reorders products and prices remain visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:43 UTC 2026","Mon Jun 29 17:22:48 UTC 2026","5032","UI Tests","Checkout E2E Tests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","com.qa.ai.runner.AITestRunner_CheckoutE2ETests","runUITest","[webkit] TC003 — Checkout step 1 requires all fields to continue","ID: TC003
Type: ui
Tags: [negative, checkout, validation]

Expected outcome:
Clicking Continue on checkout step 1 without filling fields shows an error

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:01 UTC 2026","Mon Jun 29 17:22:20 UTC 2026","19622","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[firefox] TC006 — Back to products button returns user to inventory listing","ID: TC006
Type: ui
Tags: [regression, product-detail, navigation]

Expected outcome:
Clicking the back button from a product detail page returns to the inventory page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:27 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","12420","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[chromium] TC002 — Product name is visible on the detail page","ID: TC002
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product name element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:50 UTC 2026","Mon Jun 29 17:21:52 UTC 2026","2365","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[chromium] TC002 — Cart badge becomes visible after adding an item","ID: TC002
Type: ui
Tags: [smoke, cart, inventory]

Expected outcome:
The shopping cart badge is visible immediately after clicking Add to Cart on the inventory page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","159","API Tests","Todos API Tests","com.qa.ai.runner.AITestRunner_TodosApiTests","com.qa.ai.runner.AITestRunner_TodosApiTests","runAPITest","TC003 — Filter todos by userId=1 returns only user 1 todos","ID: TC003
Type: api
Tags: [regression, todos, filter]

Expected outcome:
GET /todos?userId=1 returns HTTP 200 with todos all belonging to userId 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:03 UTC 2026","Mon Jun 29 17:22:17 UTC 2026","13625","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[webkit] TC002 — Product name is visible on the detail page","ID: TC002
Type: ui
Tags: [smoke, product-detail, content]

Expected outcome:
After navigating to a product detail page the product name element is visible

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:20:51 UTC 2026","Mon Jun 29 17:21:04 UTC 2026","12790","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[chromium] TC006 — Empty username shows validation error","ID: TC006
Type: ui
Tags: [negative, edge-case, login]

Expected outcome:
Submitting login form with blank username shows a validation error message

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:27 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","12573","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[chromium] TC005 — Add to cart button is present on the product detail page","ID: TC005
Type: ui
Tags: [smoke, product-detail, add-to-cart]

Expected outcome:
The Add to Cart button is visible on the product detail page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:27 UTC 2026","Mon Jun 29 17:21:40 UTC 2026","12486","UI Tests","Product Detail Page Tests","com.qa.ai.runner.AITestRunner_ProductDetailTests","com.qa.ai.runner.AITestRunner_ProductDetailTests","runUITest","[chromium] TC001 — Product detail page loads after clicking product name","ID: TC001
Type: ui
Tags: [smoke, product-detail, navigation]

Expected outcome:
Clicking a product name on the inventory page navigates to the product detail page with URL containing inventory-item.html

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:47 UTC 2026","Mon Jun 29 17:21:54 UTC 2026","6362","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[webkit] TC004 — Add to cart increments cart badge to 1","ID: TC004
Type: ui
Tags: [smoke, cart, products]

Expected outcome:
Clicking Add to cart on the first product shows the cart badge with count 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:28 UTC 2026","Mon Jun 29 17:22:43 UTC 2026","14862","UI Tests","Add to Cart Tests","com.qa.ai.runner.AITestRunner_AddToCartTests","com.qa.ai.runner.AITestRunner_AddToCartTests","runUITest","[webkit] TC004 — Cart badge shows count 1 after adding item from product detail page","ID: TC004
Type: ui
Tags: [regression, cart, product-detail]

Expected outcome:
After adding an item from the product detail page the cart badge displays the count 1

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:59 UTC 2026","Mon Jun 29 17:22:59 UTC 2026","192","API Tests","Posts API Tests","com.qa.ai.runner.AITestRunner_PostsApiTests","com.qa.ai.runner.AITestRunner_PostsApiTests","runAPITest","TC005 — Partial update post ID=1 via PATCH returns updated title","ID: TC005
Type: api
Tags: [regression, posts, patch]

Expected outcome:
PATCH /posts/1 with only title returns HTTP 200 with the patched title

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:47 UTC 2026","Mon Jun 29 17:21:53 UTC 2026","6105","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[webkit] TC001 — Products page displays title and inventory list after login","ID: TC001
Type: ui
Tags: [smoke, products]

Expected outcome:
After login the products page shows title 'Products' and the full inventory list

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:21:40 UTC 2026","Mon Jun 29 17:21:52 UTC 2026","11252","UI Tests","Products Page Tests","com.qa.ai.runner.AITestRunner_ProductsPageTests","com.qa.ai.runner.AITestRunner_ProductsPageTests","runUITest","[firefox] TC007 — Logout via burger menu redirects to login page","ID: TC007
Type: ui
Tags: [regression, navigation, products]

Expected outcome:
Clicking Logout in the burger menu redirects the user back to the login page

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:20:51 UTC 2026","Mon Jun 29 17:21:14 UTC 2026","22982","UI Tests","Login Page Tests","com.qa.ai.runner.AITestRunner_LoginPageTests","com.qa.ai.runner.AITestRunner_LoginPageTests","runUITest","[chromium] TC004 — Wrong password shows credential mismatch error","ID: TC004
Type: ui
Tags: [negative, login]

Expected outcome:
Entering a wrong password shows an error message containing 'do not match'

⚡ This test was generated by Claude AI from a plain-English user story."
"passed","Mon Jun 29 17:22:56 UTC 2026","Mon Jun 29 17:22:58 UTC 2026","2375","API Tests","User API Tests","com.qa.ai.runner.AITestRunner_UserApiTests","com.qa.ai.runner.AITestRunner_UserApiTests","runAPITest","TC005 — Update post ID=1 returns updated title","ID: TC005
Type: api
Tags: [regression, posts, put]

Expected outcome:
PUT /posts/1 returns HTTP 200 with the updated title in the response

⚡ This test was generated by Claude AI from a plain-English user story."
